"","haul_number","year","month","day","wdfw_region","location_accuracy","had_gps","Sampling_Type","Num_of_Replicates","Depth","Measurement_Unit","Temperature","Salinity","Tide","new_lat","new_lon","location","gear","type","species","count","notes","row_color"
"5477","5234D",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","copper rockfish",2,NA,NA
"5478","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","flathead sole",250,NA,NA
"5479","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Pisaster brevispinus",4,NA,NA
"5480","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific tomcod",2,NA,NA
"5481","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","plainfin midshipman",16,NA,NA
"5482","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","dogfish",31,NA,NA
"5483","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific hake",123,NA,"blue"
"5484","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific cod",1,NA,NA
"5485","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","sablefish",8,NA,NA
"5486","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","ratfish",20,NA,NA
"5487","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","longnose skate",6,NA,NA
"5488","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","rex sole",2,NA,NA
"5489","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","English sole",207,NA,NA
"5490","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","blackbelly eelpout",215,NA,NA
"5491","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","slender sole",1110,NA,NA
"5492","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific sanddab",1,NA,NA
"5493","5234E",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","arrowtooth flounder",1,NA,NA
"5494","5234F",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","rex sole",1,NA,NA
"5495","5234F",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","slender sole",28,NA,NA
"5496","5234F",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","English sole",119,NA,NA
"5497","5234F",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","big skate",1,NA,NA
"5498","5234F",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","dogfish",3,NA,NA
"5499","5234F",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Metridium sp.",8,NA,NA
"5500","5234F",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","longnose skate",5,NA,NA
"5501","5234F",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","flathead sole",115,NA,NA
"5502","5234F",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","ratfish",7,NA,NA
"5503","5234F",1952,11,21,"Whidbey Island",3,0,"Otter trawl",1,"132-171","Feet",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Pisaster brevispinus",4,NA,NA
"5504","5235P",1952,11,28,"Central Sound",3,0,"Otter trawl",1,"120","Feet",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","big skate",2,NA,NA
"5505","5235P",1952,11,28,"Central Sound",3,0,"Otter trawl",1,"120","Feet",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","dogfish",29,NA,NA
"5506","5235P",1952,11,28,"Central Sound",3,0,"Otter trawl",1,"120","Feet",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","slender sole",1,NA,NA
"5507","5235P",1952,11,28,"Central Sound",3,0,"Otter trawl",1,"120","Feet",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","unid. rockfish",11,NA,NA
"5508","5235P",1952,11,28,"Central Sound",3,0,"Otter trawl",1,"120","Feet",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","Pacific staghorn sculpin",9,NA,NA
"5509","5235P",1952,11,28,"Central Sound",3,0,"Otter trawl",1,"120","Feet",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","sand sole",21,NA,NA
"5510","5235P",1952,11,28,"Central Sound",3,0,"Otter trawl",1,"120","Feet",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","Pacific sanddab",1,NA,NA
"5511","5235P",1952,11,28,"Central Sound",3,0,"Otter trawl",1,"120","Feet",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","English sole",38,NA,NA
"5512","5235P",1952,11,28,"Central Sound",3,0,"Otter trawl",1,"120","Feet",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","C-O sole",5,NA,NA
"5513","5235P",1952,11,28,"Central Sound",3,0,"Otter trawl",1,"120","Feet",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","flathead sole",40,NA,NA
"5514","5235P",1952,11,28,"Central Sound",3,0,"Otter trawl",1,"120","Feet",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","rock sole",166,NA,NA
"5515","5235P",1952,11,28,"Central Sound",3,0,"Otter trawl",1,"120","Feet",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","plainfin midshipman",6,NA,NA
"5516","5235P",1952,11,28,"Central Sound",3,0,"Otter trawl",1,"120","Feet",0,0,0,47.629551436,-122.586600271,"10W","otter","invert.","Metridium sp.",1,"other inverts with no catch abundances",NA
"5517","5235P",1952,11,28,"Central Sound",3,0,"Otter trawl",1,"120","Feet",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","pile perch",1,NA,NA
"5518","5236B",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","English sole",NA,NA,NA
"5519","5236B",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","cabezon",NA,NA,NA
"5520","5236B",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","rock sole",NA,NA,NA
"5521","5236B",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","invert.","Chlamys hindsii",3,NA,NA
"5522","5236B",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","great sculpin",NA,NA,NA
"5523","5236B",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","sand sole",NA,NA,NA
"5524","5236B",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","Pacific cod",NA,NA,NA
"5525","5236B",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","Pacific hake",NA,NA,"blue"
"5526","5236B",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","invert.","Parastichopus californicus",225,NA,NA
"5527","5236B",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","unid. rockfish",NA,NA,NA
"5528","5236B",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","invert.","Crossaster papposus",1,NA,NA
"5529","5236B",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","invert.","Cyanea capillata",1,NA,NA
"5530","5236B",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","big skate",1,NA,NA
"5531","5236B",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"10","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","dogfish",NA,NA,NA
"5532","5236C",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"14","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","English sole",NA,NA,NA
"5533","5236C",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"14","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","flathead sole",NA,NA,NA
"5534","5236C",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"14","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","Pacific staghorn sculpin",3,NA,NA
"5535","5236C",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"14","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","rock sole",NA,NA,NA
"5536","5236C",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"14","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","C-O sole",NA,NA,NA
"5537","5236C",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"14","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","sand sole",NA,NA,NA
"5538","5236C",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"14","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","dogfish",NA,NA,NA
"5539","5236C",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"14","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","pile perch",1,NA,NA
"5540","5236D",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"23-20","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","rock sole",NA,NA,NA
"5541","5236D",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"23-20","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","English sole",NA,NA,NA
"5542","5236D",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"23-20","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","C-O sole",NA,NA,NA
"5543","5236D",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"23-20","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","great sculpin",NA,NA,NA
"5544","5236D",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"23-20","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","unid. rockfish",NA,NA,NA
"5545","5236D",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"23-20","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","sand sole",NA,NA,NA
"5546","5236D",1952,12,19,"Central Sound",2,0,"Otter trawl",1,"23-20","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","dogfish",NA,NA,NA
"5547","5301A",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"12-16","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","unid. rockfish",15,"estimate",NA
"5548","5301A",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"12-16","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","English sole",NA,NA,NA
"5549","5301A",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"12-16","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","dogfish",NA,NA,NA
"5550","5301A",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"12-16","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","sand sole",NA,NA,NA
"5551","5301A",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"12-16","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","flathead sole",NA,NA,NA
"5552","5301A",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"12-16","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","Pacific tomcod",8,"estimate",NA
"5553","5301A",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"12-16","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","Pacific cod",2,"estimate",NA
"5554","5301A",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"12-16","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","plainfin midshipman",2,"estimate",NA
"5555","5301A",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"12-16","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","longnose skate",1,NA,NA
"5556","5301A",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"12-16","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","C-O sole",1,NA,NA
"5557","5301A",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"12-16","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","big skate",1,NA,NA
"5558","5301A",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"12-16","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","starry flounder",1,NA,NA
"5559","5301A",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"12-16","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","rock sole",NA,NA,NA
"5560","5301A",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"12-16","Fathoms",0,0,0,47.6621093247,-122.598124059,"10W","otter","vert.","longspine combfish",1,NA,NA
"5561","5301B",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","unid. rockfish",20,"estimate",NA
"5562","5301B",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","rex sole",1,NA,NA
"5563","5301B",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","dogfish",NA,NA,NA
"5564","5301B",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","Pacific hake",25,"estimate","blue"
"5565","5301B",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","flathead sole",NA,NA,NA
"5566","5301B",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","rock sole",NA,NA,NA
"5567","5301B",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","Dover sole",NA,NA,NA
"5568","5301B",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","sand sole",NA,NA,NA
"5569","5301B",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","pile perch",NA,NA,NA
"5570","5301B",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","Pacific tomcod",10,"estimate",NA
"5571","5301B",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","shiner perch",1,NA,NA
"5572","5301B",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","Pacific cod",1,NA,NA
"5573","5301B",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","starry flounder",1,NA,NA
"5574","5301B",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"none recorded",NA,0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","English sole",NA,NA,NA
"5575","5301C",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","great sculpin",1,NA,NA
"5576","5301C",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","walleye pollock",NA,NA,NA
"5577","5301C",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","longnose skate",NA,NA,NA
"5578","5301C",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","rock sole",NA,NA,NA
"5579","5301C",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","Pacific cod",NA,NA,NA
"5580","5301C",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","English sole",NA,NA,NA
"5581","5301C",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","flathead sole",NA,NA,NA
"5582","5301C",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","pile perch",NA,NA,NA
"5583","5301C",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","unid. rockfish",NA,NA,NA
"5584","5301C",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","sand sole",NA,NA,NA
"5585","5301C",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","longspine combfish",1,NA,NA
"5586","5301C",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","Pacific tomcod",NA,NA,NA
"5587","5301C",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","big skate",NA,NA,NA
"5588","5301D",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","English sole",NA,NA,NA
"5589","5301D",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","C-O sole",NA,NA,NA
"5590","5301D",1953,1,10,"Central Sound",2,0,"Otter trawl",1,"17","Fathoms",0,0,0,47.5865270328,-122.583542372,"10W","otter","vert.","rock sole",NA,NA,NA
"5591","5302AA",1953,1,23,"Central Sound",3,0,"Otter trawl",1,"13-22","Fathoms",0,0,0,47.7267260561,-122.502973872,"10W","otter","invert.",NA,NA,"no invert catch abundances",NA
"5592","5302AA",1953,1,23,"Central Sound",3,0,"Otter trawl",1,"13-22","Fathoms",0,0,0,47.7267260561,-122.502973872,"10W","otter","vert.","English sole",NA,NA,NA
"5593","5302AA",1953,1,23,"Central Sound",3,0,"Otter trawl",1,"13-22","Fathoms",0,0,0,47.7267260561,-122.502973872,"10W","otter","vert.","English sole",2,NA,NA
"5594","5302AA",1953,1,23,"Central Sound",3,0,"Otter trawl",1,"13-22","Fathoms",0,0,0,47.7267260561,-122.502973872,"10W","otter","vert.","rex sole",2,"estimate",NA
"5595","5302AA",1953,1,23,"Central Sound",3,0,"Otter trawl",1,"13-22","Fathoms",0,0,0,47.7267260561,-122.502973872,"10W","otter","vert.","longnose skate",1,NA,NA
"5596","5302AA",1953,1,23,"Central Sound",3,0,"Otter trawl",1,"13-22","Fathoms",0,0,0,47.7267260561,-122.502973872,"10W","otter","vert.","dogfish",NA,NA,NA
"5597","5302AA",1953,1,23,"Central Sound",3,0,"Otter trawl",1,"13-22","Fathoms",0,0,0,47.7267260561,-122.502973872,"10W","otter","vert.","flathead sole",1,NA,NA
"5598","5302AA",1953,1,23,"Central Sound",3,0,"Otter trawl",1,"13-22","Fathoms",0,0,0,47.7267260561,-122.502973872,"10W","otter","vert.","shiner perch",1,NA,NA
"5599","5302AA",1953,1,23,"Central Sound",3,0,"Otter trawl",1,"13-22","Fathoms",0,0,0,47.7267260561,-122.502973872,"10W","otter","vert.","Pacific sanddab",NA,NA,NA
"5600","5302AA",1953,1,23,"Central Sound",3,0,"Otter trawl",1,"13-22","Fathoms",0,0,0,47.7267260561,-122.502973872,"10W","otter","vert.","rock sole",NA,NA,NA
"5601","5302AA",1953,1,23,"Central Sound",3,0,"Otter trawl",1,"13-22","Fathoms",0,0,0,47.7267260561,-122.502973872,"10W","otter","vert.","arrowtooth flounder",NA,NA,NA
"5602","5302AA",1953,1,23,"Central Sound",3,0,"Otter trawl",1,"13-22","Fathoms",0,0,0,47.7267260561,-122.502973872,"10W","otter","vert.","sand sole",1,NA,NA
"5603","5302BB",1953,1,23,"Central Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","English sole",NA,NA,NA
"5604","5302BB",1953,1,23,"Central Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","starry flounder",NA,NA,NA
"5605","5302BB",1953,1,23,"Central Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","pile perch",1,NA,NA
"5606","5302BB",1953,1,23,"Central Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","dogfish",NA,NA,NA
"5607","5302BB",1953,1,23,"Central Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","walleye pollock",3,NA,NA
"5608","5302BB",1953,1,23,"Central Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","Dover sole",NA,NA,NA
"5609","5302BB",1953,1,23,"Central Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","unid. rockfish",NA,NA,NA
"5610","5302BB",1953,1,23,"Central Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","big skate",NA,NA,NA
"5611","5302BB",1953,1,23,"Central Sound",2,0,"Otter trawl",1,"20-22","Fathoms",0,0,0,47.629551436,-122.586600271,"10W","otter","vert.","Pacific cod",15,"estimate",NA
"5612","5305A",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific hake",1,NA,"blue"
"5613","5305A",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","slender sole",25,NA,NA
"5614","5305A",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","dogfish",46,NA,NA
"5615","5305A",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","plainfin midshipman",4,NA,NA
"5616","5305A",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","flathead sole",132,NA,NA
"5617","5305A",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Metridium sp.",3,"other inverts with no catch abundances",NA
"5618","5305A",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","longnose skate",4,NA,NA
"5619","5305A",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","English sole",334,NA,NA
"5620","5305A",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","lingcod",1,NA,NA
"5621","5305A",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","sand sole",1,NA,NA
"5622","5305A",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","rock sole",3,NA,NA
"5623","5305A",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","rex sole",1,NA,NA
"5624","5305B",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific staghorn sculpin",1,NA,NA
"5625","5305B",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","longnose skate",2,NA,NA
"5626","5305B",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","walleye pollock",1,NA,NA
